en	lang	example_translation
actuality	it	La teoria è una cosa, ma la realtà spesso si rivela più complicata del previsto.
actuality	pt	A teoria é uma coisa, mas a realidade frequentemente se mostra mais complicada do que esperado.
actuality	ru	Теория - это одно, но действительность часто оказывается сложнее, чем ожидалось.
actuality	ar	النظرية شيء واحد، لكن الواقع غالباً ما يثبت أنه أكثر تعقيداً مما هو متوقع.
actuality	hi	सिद्धांत एक बात है, लेकिन वास्तविकता अक्सर अपेक्षा से अधिक जटिल साबित होती है।
actuality	ja	理論は理論ですが、実際はしばしば予想よりも複雑であることが判明します。
actuality	zh	理论是一回事，但现实往往比预期的更复杂。
adaptation	de	Netflix produzierte eine erfolgreiche Adaption der beliebten Buchreihe.
adaptation	fr	Netflix a produit une adaptation réussie de la série de livres populaire.
adaptation	es	Netflix produjo una adaptación exitosa de la popular serie de libros.
adaptation	it	Netflix ha prodotto un adattamento di successo della popolare serie di libri.
adaptation	pt	A Netflix produziu uma adaptação bem-sucedida da popular série de livros.
adaptation	ru	Netflix выпустил успешную адаптацию популярной серии книг.
adaptation	ar	أنتجت نتفليكس اقتباساً ناجحاً من سلسلة الكتب الشعبية.
adaptation	hi	नेटफ्लिक्स ने लोकप्रिय पुस्तक श्रृंखला का एक सफल रूपांतरण तैयार किया।
adaptation	ja	Netflixは人気書籍シリーズの成功した翻案を制作しました。
adaptation	zh	Netflix制作了这个热门书籍系列的成功改编版。
addiction	de	Die Überwindung einer Sucht erfordert professionelle Hilfe und starke Unterstützung.
addiction	fr	Surmonter une addiction nécessite une aide professionnelle et un soutien solide.
addiction	es	Superar la adicción requiere ayuda profesional y un fuerte apoyo.
addiction	it	Superare la dipendenza richiede aiuto professionale e forte supporto.
addiction	pt	Superar o vício requer ajuda profissional e forte apoio.
addiction	ru	Преодоление зависимости требует профессиональной помощи и сильной поддержки.
addiction	ar	يتطلب التغلب على الإدمان مساعدة مهنية ودعماً قوياً.
addiction	hi	व्यसन पर काबू पाने के लिए पेशेवर मदद और मजबूत समर्थन की आवश्यकता होती है।
addiction	ja	依存症の克服には専門的な助けと強いサポートが必要です。
addiction	zh	克服成瘾需要专业帮助和强有力的支持。
addition	de	Einen Anbau zu errichten kostet weniger als in ein größeres Haus zu ziehen.
addition	fr	Construire un ajout coûte moins cher que de déménager dans une maison plus grande.
addition	es	Construir una adición cuesta menos que mudarse a una casa más grande.
addition	it	Costruire un'aggiunta costa meno che trasferirsi in una casa più grande.
addition	pt	Construir uma adição custa menos que se mudar para uma casa maior.
addition	ru	Строительство пристройки стоит меньше, чем переезд в больший дом.
addition	ar	بناء إضافة يكلف أقل من الانتقال إلى منزل أكبر.
addition	hi	एक अतिरिक्त कमरा बनाना बड़े घर में जाने से कम खर्चीला है।
addition	ja	増築の方が大きな家に引っ越すよりも費用が安くつきます。
addition	zh	建造一个增建部分比搬到更大的房子成本更低。
additive	de	Hersteller müssen jeden Zusatzstoff auf Lebensmitteletiketten auflisten.
additive	fr	Les fabricants doivent lister chaque additif sur les étiquettes alimentaires.
additive	es	Los fabricantes deben listar cada aditivo en las etiquetas de alimentos.
additive	it	I produttori devono elencare ogni additivo sulle etichette alimentari.
additive	pt	Os fabricantes devem listar cada aditivo nos rótulos dos alimentos.
additive	ru	Производители должны указывать каждую добавку на этикетках продуктов.
additive	ar	يجب على المصنعين إدراج كل مادة مضافة على ملصقات الطعام.
additive	hi	निर्माताओं को खाद्य लेबल पर हर योजक की सूची देनी चाहिए।
additive	ja	製造業者は食品ラベルにすべての添加物を記載しなければなりません。
additive	zh	制造商必须在食品标签上列出每种添加剂。
address	de	Bitte schreiben Sie Ihre Hausadresse deutlich auf den Umschlag.
address	fr	Veuillez écrire clairement votre adresse personnelle sur l'enveloppe.
address	es	Por favor escriba su dirección de casa claramente en el sobre.
address	it	Per favore scrivi chiaramente il tuo indirizzo di casa sulla busta.
address	pt	Por favor, escreva seu endereço residencial claramente no envelope.
address	ru	Пожалуйста, четко напишите ваш домашний адрес на конверте.
address	ar	يرجى كتابة عنوان منزلك بوضوح على المغلف.
address	hi	कृपया लिफाफे पर अपना घर का पता स्पष्ट रूप से लिखें।
address	ja	封筒にご自宅の住所をはっきりと書いてください。
address	zh	请在信封上清楚地写下您的家庭地址。
adherence	de	Ihre Einhaltung des Diätplans half ihr, ihre Ziele zu erreichen.
adherence	fr	Son adhésion au plan de régime l'a aidée à atteindre ses objectifs.
adherence	es	Su adherencia al plan de dieta la ayudó a alcanzar sus objetivos.
adherence	it	La sua aderenza al piano dietetico l'ha aiutata a raggiungere i suoi obiettivi.
adherence	pt	Sua aderência ao plano de dieta a ajudou a alcançar seus objetivos.
