en	meaning_en	target_lang	translation	gender	ui_lang	trick_text_en	trick_text_translated	status
absence	lack; not being present; missing; vacancy	fr	absence	f	zh			empty
absence	lack; not being present; missing; vacancy	hi	अनुपस्थिति	f	ar			empty
absence	lack; not being present; missing; vacancy	hi	अनुपस्थिति	f	de			empty
absence	lack; not being present; missing; vacancy	hi	अनुपस्थिति	f	en			empty
absence	lack; not being present; missing; vacancy	hi	अनुपस्थिति	f	es			empty
absence	lack; not being present; missing; vacancy	hi	अनुपस्थिति	f	fr			empty
absence	lack; not being present; missing; vacancy	hi	अनुपस्थिति	f	hi			empty
absence	lack; not being present; missing; vacancy	hi	अनुपस्थिति	f	it			empty
absence	lack; not being present; missing; vacancy	hi	अनुपस्थिति	f	ja			empty
absence	lack; not being present; missing; vacancy	hi	अनुपस्थिति	f	pt			empty
absence	lack; not being present; missing; vacancy	hi	अनुपस्थिति	f	ru			empty
absence	lack; not being present; missing; vacancy	hi	अनुपस्थिति	f	zh			empty
absence	lack; not being present; missing; vacancy	it	assenza	f	ar			empty
absence	lack; not being present; missing; vacancy	it	assenza	f	de			empty
absence	lack; not being present; missing; vacancy	it	assenza	f	en			empty
absence	lack; not being present; missing; vacancy	it	assenza	f	es			empty
absence	lack; not being present; missing; vacancy	it	assenza	f	fr			empty
absence	lack; not being present; missing; vacancy	it	assenza	f	hi			empty
absence	lack; not being present; missing; vacancy	it	assenza	f	it			empty
absence	lack; not being present; missing; vacancy	it	assenza	f	ja			empty
absence	lack; not being present; missing; vacancy	it	assenza	f	pt			empty
absence	lack; not being present; missing; vacancy	it	assenza	f	ru			empty
absence	lack; not being present; missing; vacancy	it	assenza	f	zh			empty
absence	lack; not being present; missing; vacancy	pt	ausência	f	ar			empty
absence	lack; not being present; missing; vacancy	pt	ausência	f	de			empty
absence	lack; not being present; missing; vacancy	pt	ausência	f	en			empty
absence	lack; not being present; missing; vacancy	pt	ausência	f	es			empty
absence	lack; not being present; missing; vacancy	pt	ausência	f	fr			empty
absence	lack; not being present; missing; vacancy	pt	ausência	f	hi			empty
absence	lack; not being present; missing; vacancy	pt	ausência	f	it			empty
absence	lack; not being present; missing; vacancy	pt	ausência	f	ja			empty
absence	lack; not being present; missing; vacancy	pt	ausência	f	pt			empty
absence	lack; not being present; missing; vacancy	pt	ausência	f	ru			empty
absence	lack; not being present; missing; vacancy	pt	ausência	f	zh			empty
absence	lack; not being present; missing; vacancy	ru	отсутствие	n	ar			empty
absence	lack; not being present; missing; vacancy	ru	отсутствие	n	de			empty
absence	lack; not being present; missing; vacancy	ru	отсутствие	n	en			empty
absence	lack; not being present; missing; vacancy	ru	отсутствие	n	es			empty
absence	lack; not being present; missing; vacancy	ru	отсутствие	n	fr			empty
absence	lack; not being present; missing; vacancy	ru	отсутствие	n	hi			empty
absence	lack; not being present; missing; vacancy	ru	отсутствие	n	it			empty
absence	lack; not being present; missing; vacancy	ru	отсутствие	n	ja			empty
absence	lack; not being present; missing; vacancy	ru	отсутствие	n	pt			empty
absence	lack; not being present; missing; vacancy	ru	отсутствие	n	ru			empty
absence	lack; not being present; missing; vacancy	ru	отсутствие	n	zh			empty
absolute	certainty; completeness; something without limits or conditions	ar	مطلق	m	ar			empty
absolute	certainty; completeness; something without limits or conditions	ar	مطلق	m	de			empty
absolute	certainty; completeness; something without limits or conditions	ar	مطلق	m	en			empty
absolute	certainty; completeness; something without limits or conditions	ar	مطلق	m	es			empty
absolute	certainty; completeness; something without limits or conditions	ar	مطلق	m	fr			empty
absolute	certainty; completeness; something without limits or conditions	ar	مطلق	m	hi			empty
absolute	certainty; completeness; something without limits or conditions	ar	مطلق	m	it			empty
absolute	certainty; completeness; something without limits or conditions	ar	مطلق	m	ja			empty
absolute	certainty; completeness; something without limits or conditions	ar	مطلق	m	pt			empty
absolute	certainty; completeness; something without limits or conditions	ar	مطلق	m	ru			empty
absolute	certainty; completeness; something without limits or conditions	ar	مطلق	m	zh			empty
absolute	certainty; completeness; something without limits or conditions	de	Gewissheit	f	ar			empty
absolute	certainty; completeness; something without limits or conditions	de	Gewissheit	f	de			empty
absolute	certainty; completeness; something without limits or conditions	de	Gewissheit	f	en			empty
absolute	certainty; completeness; something without limits or conditions	de	Gewissheit	f	es			empty
absolute	certainty; completeness; something without limits or conditions	de	Gewissheit	f	fr			empty
absolute	certainty; completeness; something without limits or conditions	de	Gewissheit	f	hi			empty
absolute	certainty; completeness; something without limits or conditions	de	Gewissheit	f	it			empty
absolute	certainty; completeness; something without limits or conditions	de	Gewissheit	f	ja			empty
absolute	certainty; completeness; something without limits or conditions	de	Gewissheit	f	pt			empty
absolute	certainty; completeness; something without limits or conditions	de	Gewissheit	f	ru			empty
absolute	certainty; completeness; something without limits or conditions	de	Gewissheit	f	zh			empty
absolute	certainty; completeness; something without limits or conditions	es	absoluto	m	ar			empty
absolute	certainty; completeness; something without limits or conditions	es	absoluto	m	de			empty
absolute	certainty; completeness; something without limits or conditions	es	absoluto	m	en			empty
absolute	certainty; completeness; something without limits or conditions	es	absoluto	m	es			empty
absolute	certainty; completeness; something without limits or conditions	es	absoluto	m	fr			empty
absolute	certainty; completeness; something without limits or conditions	es	absoluto	m	hi			empty
absolute	certainty; completeness; something without limits or conditions	es	absoluto	m	it			empty
absolute	certainty; completeness; something without limits or conditions	es	absoluto	m	ja			empty
absolute	certainty; completeness; something without limits or conditions	es	absoluto	m	pt			empty
absolute	certainty; completeness; something without limits or conditions	es	absoluto	m	ru			empty
absolute	certainty; completeness; something without limits or conditions	es	absoluto	m	zh			empty
absolute	certainty; completeness; something without limits or conditions	fr	absolu	m	ar			empty
absolute	certainty; completeness; something without limits or conditions	fr	absolu	m	de			empty
absolute	certainty; completeness; something without limits or conditions	fr	absolu	m	en			empty
absolute	certainty; completeness; something without limits or conditions	fr	absolu	m	es			empty
absolute	certainty; completeness; something without limits or conditions	fr	absolu	m	fr			empty
absolute	certainty; completeness; something without limits or conditions	fr	absolu	m	hi			empty
absolute	certainty; completeness; something without limits or conditions	fr	absolu	m	it			empty
absolute	certainty; completeness; something without limits or conditions	fr	absolu	m	ja			empty
absolute	certainty; completeness; something without limits or conditions	fr	absolu	m	pt			empty
absolute	certainty; completeness; something without limits or conditions	fr	absolu	m	ru			empty
absolute	certainty; completeness; something without limits or conditions	fr	absolu	m	zh			empty
absolute	certainty; completeness; something without limits or conditions	hi	निरपेक्ष	m	ar			empty
