en	lang	translation	gender	meaning_translation
analogy	fr	analogie	f	
analogy	de			
analogy	es	analogía	f	
analogy	it	scopo	m	
analogy	pt	analogia	f	
analogy	ru	аналогия	f	
analogy	ar	تشبيه	m	
analogy	hi			
analogy	ja			
analogy	zh			
analysis	fr	analyse	f	
analysis	de			
analysis	es	análisis	m	
analysis	it	esame	m	
analysis	pt	análise	m	
analysis	ru	анализ	m	
analysis	ar	تحليل	m	
analysis	hi			
analysis	ja			
analysis	zh			
anarchy	fr	anarchie	f	
anarchy	de			
anarchy	es	anarquía	f	
anarchy	it	stato	m	
anarchy	pt	anarquia	f	
anarchy	ru	анархия	f	
anarchy	ar	فوضى	f	
anarchy	hi			
anarchy	ja			
anarchy	zh			
anatomy	fr	anatomie	f	
anatomy	de			
anatomy	es	anatomía	f	
anatomy	it	ramo	m	
anatomy	pt	anatomia	f	
anatomy	ru	анатомия	f	
anatomy	ar	تشريح	m	
anatomy	hi			
anatomy	ja			
anatomy	zh			
ancestor	fr	ancêtre	m	
ancestor	de			
ancestor	es	antepasado	m	
ancestor	it	conoscente	m	
ancestor	pt	antepassado	m	
ancestor	ru	предок	m	
ancestor	ar	سلف	m	
ancestor	hi			
ancestor	ja			
ancestor	zh			
angel	fr	ange	m	
angel	de			
angel	es	ángel	m	
angel	it	atto	m	
angel	pt	anjo	m	
angel	ru	ангел	m	
angel	ar	ملاك	m	
angel	hi			
angel	ja			
angel	zh			
anger	fr	colère	f	
anger	de			
anger	es	ira	f	
anger	it	sentimento	m	
anger	pt	raiva	f	
anger	ru	гнев	m	
anger	ar	غضب	m	
anger	hi			
anger	ja			
anger	zh			
angle	fr	angle	m	
angle	de			
angle	es	ángulo	m	
angle	it	spazio	m	
angle	pt	ângulo	m	
angle	ru	угол	m	
angle	ar	زاوية	f	
angle	hi			
angle	ja			
angle	zh			
animal	fr	animal	m	
animal	de			
animal	es	animal	m	
animal	it	senso	m	
animal	pt	animal	m	
animal	ru	животное	n	
animal	ar	حيوان	m	
animal	hi			
animal	ja			
animal	zh			
animation	fr	animation	f	
animation	de			
animation	es	animación	f	
animation	it	stato	m	
animation	pt	animação	f	
animation	ru	анимация	f	
animation	ar	رسوم متحركة	f	
animation	hi			
animation	ja			
animation	zh			
ankle	fr	cheville	f	
ankle	de			
ankle	es	tobillo	m	
ankle	it	piede	m	
ankle	pt	tornozelo	m	
ankle	ru	лодыжка	f	
ankle	ar	كاحل	m	
ankle	hi			
ankle	ja			
ankle	zh			
anniversary	fr	anniversaire	m	
anniversary	de			
anniversary	es	aniversario	m	
anniversary	it	data	f	
anniversary	pt	aniversário	m	
anniversary	ru	годовщина	f	
anniversary	ar	ذكرى سنوية	f	
anniversary	hi			
anniversary	ja			
anniversary	zh			
announcement	fr	annonce	f	
announcement	de			
announcement	es	anuncio	m	
announcement	it	ammissione	f	
announcement	pt	anúncio	m	
announcement	ru	объявление	n	
announcement	ar	إعلان	m	
announcement	hi			
announcement	ja			
announcement	zh			
announcer	fr	présentateur	m	
announcer	de			
announcer	es	locutor	m	
announcer	it	conoscente	m	
announcer	pt	locutor	m	
announcer	ru	диктор	m	
announcer	ar	مذيع	m	
announcer	hi			
announcer	ja			
announcer	zh			
annoyance	fr	agacement	m	
annoyance	de			
annoyance	es	molestia	f	
annoyance	it	sentimento	m	
annoyance	pt	aborrecimento	m	
annoyance	ru	раздражение	n	
annoyance	ar	إزعاج	m	
annoyance	hi			
annoyance	ja			
annoyance	zh			
answer	fr	réponse	f	
answer	de			
answer	es	respuesta	f	
answer	it	cosa	f	
answer	pt	resposta	f	
answer	ru	ответ	m	
answer	ar	إجابة	f	
answer	hi			
answer	ja			
answer	zh			
ant	fr	fourmi	f	
ant	de			
ant	es	hormiga	f	
ant	it	insetto	m	
ant	pt	formiga	f	
ant	ru	муравей	m	
ant	ar	نملة	f	
ant	hi			
ant	ja			
ant	zh			
antarctic	fr	Antarctique	m	
antarctic	de			
antarctic	es	Antártida	f	
antarctic	it	regione	f	
antarctic	pt	antártica	f	
antarctic	ru	Антарктика	f	
antarctic	ar	القطب الجنوبي	m	
antarctic	hi			
antarctic	ja			
antarctic	zh			
antelope	fr	antilope	f	
antelope	de			
antelope	es	antílope	m	
antelope	it	capello	m	
antelope	pt	antílope	m	
antelope	ru	антилопа	f	
antelope	ar	ظبي	m	
antelope	hi			
antelope	ja			
antelope	zh			
anthem	fr	hymne	m	
anthem	de			
anthem	es	himno	m	
anthem	it	canzone	f	
anthem	pt	hino	m	
anthem	ru	гимн	m	
anthem	ar	نشيد	m	
anthem	hi			
anthem	ja			
anthem	zh			
anthropology	fr	anthropologie	f	
anthropology	de			
anthropology	es	antropología	f	
anthropology	it	studio	m	
anthropology	pt	antropologia	f	
anthropology	ru	антропология	f	
anthropology	ar	أنثروبولوجيا	f	
anthropology	hi			
anthropology	ja			
anthropology	zh			
antibiotic	fr	antibiotique	m	
antibiotic	de			
antibiotic	es	antibiótico	m	
antibiotic	it	crescita	f	
antibiotic	pt	antibiótico	m	
antibiotic	ru	антибиотик	m	
antibiotic	ar	مضاد حيوي	m	
antibiotic	hi			
antibiotic	ja			
antibiotic	zh			
antibody	fr	anticorps	m	
antibody	de			
antibody	es	anticuerpo	m	
antibody	it	sangue	m	
antibody	pt	anticorpo	m	
antibody	ru	антитело	n	
antibody	ar	جسم مضاد	m	
antibody	hi			
antibody	ja			
antibody	zh			
anticipation	fr	anticipation	f	
anticipation	de			
anticipation	es	anticipación	f	
anticipation	it	contabilità	f	
anticipation	pt	antecipação	f	
anticipation	ru	предвкушение	n	
anticipation	ar	توقع	m	
anticipation	hi			
anticipation	ja			
anticipation	zh			
antidote	fr	antidote	m	
antidote	de			
antidote	es	antídoto	m	
antidote	it	antidote	m	
antidote	pt	antídoto	m	
antidote	ru	противоядие	n	
antidote	ar	ترياق	m	
antidote	hi			
antidote	ja			
antidote	zh			
antique	fr	antiquité	f	
antique	de			
antique	es	antigüedad	f	
antique	it	oggetto	m	
antique	pt	antiguidade	f	
antique	ru	антиквариат	m	
antique	ar	تحفة	f	
antique	hi			
antique	ja			
antique	zh			
antiquity	fr	antiquité	f	
antiquity	de			
antiquity	es	antigüedad	f	
antiquity	it	periodo	m	
antiquity	pt	antiguidade	f	
antiquity	ru	античность	f	
antiquity	ar	عصور قديمة	f	
antiquity	hi			
antiquity	ja			
antiquity	zh			
antiseptic	fr	antiseptique	m	
antiseptic	de			
antiseptic	es	antiséptico	m	
antiseptic	it	acido	m	
antiseptic	pt	antisséptico	m	
antiseptic	ru	антисептик	m	
antiseptic	ar	مطهر	m	
antiseptic	hi			
antiseptic	ja			
antiseptic	zh			
anxiety	fr	anxiété	f	
anxiety	de			
anxiety	es	ansiedad	f	
anxiety	it	sentimento	m	
anxiety	pt	ansiedade	f	
anxiety	ru	тревога	f	
anxiety	ar	قلق	m	
anxiety	hi			
anxiety	ja			
anxiety	zh			
anybody	fr	quelqu'un	m	
anybody	de			
anybody	es	cualquiera	m	
anybody	it	conoscente	m	
anybody	pt	qualquer um	m	
anybody	ru	кто-нибудь	m	
anybody	ar	أي شخص	m	
anybody	hi			
anybody	ja			
anybody	zh			
anyone	fr	quelqu'un	m	
anyone	de			
anyone	es	cualquiera	m	
anyone	it	conoscente	m	
anyone	pt	qualquer um	m	
anyone	ru	кто-нибудь	m	
anyone	ar	أي أحد	m	
anyone	hi			
anyone	ja			
anyone	zh			
anything	fr	quelque chose	f	
anything	de			
anything	es	cualquier cosa	f	
anything	it	cosa	f	
anything	pt	qualquer coisa	f	
anything	ru	что-нибудь	n	
anything	ar	أي شيء	m	
anything	hi			
anything	ja			
anything	zh			
anywhere	fr	n'importe où	m	
anywhere	de			
anywhere	es	cualquier lugar	m	
anywhere	it	luogo	m	
anywhere	pt	em qualquer lugar	m	
anywhere	ru	где-нибудь	n	
anywhere	ar	أي مكان	m	
anywhere	hi			
anywhere	ja			
anywhere	zh			
apartment	fr	appartement	m	
apartment	de			
apartment	es	apartamento	m	
apartment	it	pavimento	m	
apartment	pt	apartamento	m	
apartment	ru	квартира	f	
apartment	ar	شقة	f	
apartment	hi			
apartment	ja			
apartment	zh			
apathy	fr	apathie	f	
apathy	de			
apathy	es	apatía	f	
apathy	it	mancanza	f	
apathy	pt	apatia	f	
apathy	ru	апатия	f	
apathy	ar	لامبالاة	f	
apathy	hi			
apathy	ja			
apathy	zh			
ape	fr	singe	m	
ape	de			
ape	es	simio	m	
ape	it	ape	m	
ape	pt	macaco	m	
ape	ru	обезьяна	f	
ape	ar	قرد	m	
ape	hi			
ape	ja			
ape	zh			
aperture	fr	ouverture	f	
aperture	de			
aperture	es	apertura	f	
aperture	it	aperture	m	
aperture	pt	abertura	f	
aperture	ru	отверстие	n	
aperture	ar	فتحة	f	
aperture	hi			
aperture	ja			
aperture	zh			
apex	fr	sommet	m	
apex	de			
apex	es	ápice	m	
apex	it	cima	f	
apex	pt	ápice	f	
apex	ru	вершина	f	
apex	ar	قمة	f	
apex	hi			
apex	ja			
apex	zh			
apocalypse	fr	apocalypse	f	
apocalypse	de			
apocalypse	es	apocalipsis	m	
apocalypse	it	distruzione	f	
apocalypse	pt	apocalipse	m	
apocalypse	ru	апокалипсис	m	
apocalypse	ar	نهاية العالم	f	
apocalypse	hi			
apocalypse	ja			
apocalypse	zh			
apology	fr	excuse	f	
apology	de			
apology	es	disculpa	f	
apology	it	fallimento	m	
apology	pt	desculpa	f	
apology	ru	извинение	n	
apology	ar	اعتذار	m	
apology	hi			
apology	ja			
apology	zh			
apostrophe	fr	apostrophe	f	
apostrophe	de			
apostrophe	es	apóstrofo	m	
apostrophe	it	segno	m	
apostrophe	pt	apóstrofe	m	
apostrophe	ru	апостроф	m	
apostrophe	ar	فاصلة علوية	f	
apostrophe	hi			
apostrophe	ja			
apostrophe	zh			
apparatus	fr	appareil	m	
apparatus	de			
apparatus	es	aparato	m	
apparatus	it	attività	f	
apparatus	pt	aparelho	m	
apparatus	ru	аппарат	m	
apparatus	ar	جهاز	m	
apparatus	hi			
apparatus	ja			
apparatus	zh			
apparel	fr	vêtement	m	
apparel	de			
apparel	es	vestimenta	f	
apparel	it	tipo	m	
apparel	pt	vestuário	m	
apparel	ru	одежда	f	
apparel	ar	ملابس	f	
apparel	hi			
apparel	ja			
apparel	zh			
appeal	fr	appel	m	
appeal	de			
appeal	es	apelación	f	
appeal	it	richiesta	f	
appeal	pt	apelo	m	
appeal	ru	призыв	m	
appeal	ar	نداء	m	
appeal	hi			
appeal	ja			
appeal	zh			
appearance	fr	apparence	f	
appearance	de			
appearance	es	apariencia	f	
appearance	it	modo	m	
appearance	pt	aparência	f	
appearance	ru	внешний вид	m	
appearance	ar	مظهر	m	
appearance	hi			
appearance	ja			
appearance	zh			
appetite	fr	appétit	m	
appetite	de			
appetite	es	apetito	m	
appetite	it	cibo	m	
appetite	pt	apetite	m	
appetite	ru	аппетит	m	
appetite	ar	شهية	f	
appetite	hi			
appetite	ja			
appetite	zh			
appetizer	fr	apéritif	m	
appetizer	de			
appetizer	es	aperitivo	m	
appetizer	it	piatto	m	
appetizer	pt	aperitivo	m	
appetizer	ru	закуска	f	
appetizer	ar	مقبلات	f	
appetizer	hi			
appetizer	ja			
appetizer	zh			
applause	fr	applaudissement	m	
applause	de			
applause	es	aplauso	m	
applause	it	applause	m	
applause	pt	aplauso	m	
applause	ru	аплодисменты	m	
applause	ar	تصفيق	m	
applause	hi			
applause	ja			
applause	zh			
apple	fr	pomme	f	
apple	de			
apple	es	manzana	f	
apple	it	frutto	m	
apple	pt	maçã	m	
apple	ru	яблоко	n	
apple	ar	تفاحة	f	
apple	hi			
apple	ja			
apple	zh			
appliance	fr	appareil	m	
appliance	de			
appliance	es	electrodoméstico	m	
appliance	it	pezzo	m	
appliance	pt	aparelho	m	
appliance	ru	прибор	m	
appliance	ar	جهاز	m	
appliance	hi			
appliance	ja			
appliance	zh			
applicant	fr	candidat	m	
applicant	de			
applicant	es	solicitante	m	
applicant	it	conoscente	m	
applicant	pt	candidato	m	
applicant	ru	заявитель	m	
applicant	ar	مقدم طلب	m	
applicant	hi			
applicant	ja			
applicant	zh			
application	fr	demande	f	
application	de			
application	es	solicitud	f	
application	it	richiesta	f	
application	pt	aplicação	f	
application	ru	заявление	n	
application	ar	طلب	m	
application	hi			
application	ja			
application	zh			
appointment	fr	rendez-vous	m	
appointment	de			
appointment	es	cita	f	
appointment	it	disposizione	f	
appointment	pt	encontro	m	
appointment	ru	встреча	f	
appointment	ar	موعد	m	
appointment	hi			
appointment	ja			
appointment	zh			
appraisal	fr	évaluation	f	
appraisal	de			
appraisal	es	evaluación	f	
appraisal	it	valore	m	
appraisal	pt	avaliação	f	
appraisal	ru	оценка	f	
appraisal	ar	تقييم	m	
appraisal	hi			
appraisal	ja			
appraisal	zh			
appreciation	fr	appréciation	f	
appreciation	de			
appreciation	es	apreciación	f	
appreciation	it	appreciazione	f	
appreciation	pt	apreciação	f	
appreciation	ru	признательность	f	
appreciation	ar	تقدير	m	
appreciation	hi			
appreciation	ja			
appreciation	zh			
apprehension	fr	appréhension	f	
apprehension	de			
apprehension	es	aprensión	f	
apprehension	it	paura	f	
apprehension	pt	apreensão	f	
apprehension	ru	опасение	n	
apprehension	ar	تخوف	m	
apprehension	hi			
apprehension	ja			
apprehension	zh			
apprentice	fr	apprenti	m	
apprentice	de			
apprentice	es	aprendiz	m	
apprentice	it	conoscente	m	
apprentice	pt	aprendiz	m	
apprentice	ru	ученик	m	
apprentice	ar	متدرب	m	
apprentice	hi			
apprentice	ja			
apprentice	zh			
apprenticeship	fr	apprentissage	m	
apprenticeship	de			
apprenticeship	es	aprendizaje	m	
apprenticeship	it	posizione	f	
apprenticeship	pt	aprendizagem	f	
apprenticeship	ru	ученичество	n	
apprenticeship	ar	تلمذة	f	
apprenticeship	hi			
apprenticeship	ja			
apprenticeship	zh			
approach	fr	approche	f	
approach	de			
approach	es	enfoque	m	
approach	it	modo	m	
approach	pt	abordagem	f	
approach	ru	подход	m	
approach	ar	نهج	m	
approach	hi			
approach	ja			
approach	zh			
appropriation	fr	appropriation	f	
appropriation	de			
appropriation	es	apropiación	f	
appropriation	it	contabilità	f	
appropriation	pt	apropriação	f	
appropriation	ru	присвоение	n	
appropriation	ar	اعتماد	m	
appropriation	hi			
appropriation	ja			
appropriation	zh			
approval	fr	approbation	f	
approval	de			
approval	es	aprobación	f	
approval	it	contabilità	f	
approval	pt	aprovação	f	
approval	ru	одобрение	n	
approval	ar	موافقة	f	
approval	hi			
approval	ja			
approval	zh			
apricot	fr	abricot	m	
apricot	de			
apricot	es	albaricoque	m	
apricot	it	pietra	f	
apricot	pt	damasco	m	
apricot	ru	абрикос	m	
apricot	ar	مشمش	m	
apricot	hi			
apricot	ja			
apricot	zh			
April	fr	avril	m	
April	de			
April	es	abril	m	
April	it	calendario	m	
April	pt	abril	m	
April	ru	апрель	m	
April	ar	أبريل	m	
April	hi			
April	ja			
April	zh			
apron	fr	tablier	m	
apron	de			
apron	es	delantal	m	
apron	it	davanti	m	
apron	pt	avental	m	
apron	ru	фартук	m	
apron	ar	مئزر	m	
apron	hi			
apron	ja			
apron	zh			
aquatic	fr	aquatique	m	
aquatic	de			
aquatic	es	acuático	m	
aquatic	it	acqua	f	
aquatic	pt	aquático	m	
aquatic	ru	водное растение	n	
aquatic	ar	كائن مائي	m	
aquatic	hi			
aquatic	ja			
aquatic	zh			
arab	fr	Arabe	m	
arab	de			
arab	es	árabe	m	
arab	it	membro	m	
arab	pt	árabe	m	
arab	ru	араб	m	
arab	ar	عربي	m	
arab	hi			
arab	ja			
arab	zh			
arbitration	fr	arbitrage	m	
arbitration	de			
arbitration	es	arbitraje	m	
arbitration	it	uso	m	
arbitration	pt	arbitragem	f	
arbitration	ru	арбитраж	m	
arbitration	ar	تحكيم	m	
arbitration	hi			
arbitration	ja			
arbitration	zh			
arc	fr	arc	m	
arc	de			
arc	es	arco	m	
arc	it	parte	f	
arc	pt	arco	m	
arc	ru	дуга	f	
arc	ar	قوس	m	
arc	hi			
arc	ja			
arc	zh			
arch	fr	arche	f	
arch	de			
arch	es	arco	m	
arch	it	struttura	f	
arch	pt	arco	m	
arch	ru	арка	f	
arch	ar	قوس	m	
arch	hi			
arch	ja			
arch	zh			
archaeologist	fr	archéologue	m	
archaeologist	de			
archaeologist	es	arqueólogo	m	
archaeologist	it	conoscente	m	
archaeologist	pt	arqueólogo	m	
archaeologist	ru	археолог	m	
archaeologist	ar	عالم آثار	m	
archaeologist	hi			
archaeologist	ja			
archaeologist	zh			
archaeology	fr	archéologie	f	
archaeology	de			
archaeology	es	arqueología	f	
archaeology	it	studio	m	
archaeology	pt	arqueologia	f	
archaeology	ru	археология	f	
archaeology	ar	علم الآثار	m	
archaeology	hi			
archaeology	ja			
archaeology	zh			
archer	fr	archer	m	
archer	de			
archer	es	arquero	m	
archer	it	conoscente	m	
archer	pt	arqueiro	m	
archer	ru	лучник	m	
archer	ar	رامي سهام	m	
archer	hi			
archer	ja			
archer	zh			
archipelago	fr	archipel	m	
archipelago	de			
archipelago	es	archipiélago	m	
archipelago	it	gruppo	m	
archipelago	pt	arquipélago	m	
archipelago	ru	архипелаг	m	
archipelago	ar	أرخبيل	m	
archipelago	hi			
archipelago	ja			
archipelago	zh			
architect	fr	architecte	m	
architect	de			
architect	es	arquitecto	m	
architect	it	conoscente	m	
architect	pt	arquiteto	m	
architect	ru	архитектор	m	
architect	ar	مهندس معماري	m	
architect	hi			
architect	ja			
architect	zh			
architecture	fr	architecture	f	
architecture	de			
architecture	es	arquitectura	f	
architecture	it	gioco	m	
architecture	pt	arquitetura	f	
architecture	ru	архитектура	f	
architecture	ar	عمارة	f	
architecture	hi			
architecture	ja			
architecture	zh			
archive	fr	archive	f	
archive	de			
archive	es	archivo	m	
archive	it	collezione	f	
archive	pt	arquivo	m	
archive	ru	архив	m	
archive	ar	أرشيف	m	
archive	hi			
archive	ja			
archive	zh			
arctic	fr	Arctique	m	
arctic	de			
arctic	es	Ártico	m	
arctic	it	nord	m	
arctic	pt	ártico	m	
arctic	ru	Арктика	f	
arctic	ar	القطب الشمالي	m	
arctic	hi			
arctic	ja			
arctic	zh			
area	fr	zone	f	
area	de			
area	es	área	f	
area	it	regione	f	
area	pt	área	f	
area	ru	область	f	
area	ar	منطقة	f	
area	hi			
area	ja			
area	zh			
arena	fr	arène	f	
arena	de			
arena	es	arena	f	
arena	it	livello	m	
arena	pt	arena	f	
arena	ru	арена	f	
arena	ar	حلبة	f	
arena	hi			
arena	ja			
arena	zh			
argument	fr	argument	m	
argument	de			
argument	es	argumento	m	
argument	it	opposto	m	
argument	pt	argumento	m	
argument	ru	спор	m	
argument	ar	حجة	f	
argument	hi			
argument	ja			
argument	zh			
aristocracy	fr	aristocratie	f	
aristocracy	de			
aristocracy	es	aristocracia	f	
aristocracy	it	classe	f	
aristocracy	pt	aristocracia	f	
aristocracy	ru	аристократия	f	
aristocracy	ar	أرستقراطية	f	
aristocracy	hi			
aristocracy	ja			
aristocracy	zh			
arithmetic	fr	arithmétique	f	
arithmetic	de			
arithmetic	es	aritmética	f	
arithmetic	it	ramo	m	
arithmetic	pt	aritmética	f	
arithmetic	ru	арифметика	f	
arithmetic	ar	حساب	m	
arithmetic	hi			
arithmetic	ja			
arithmetic	zh			
arizona	fr	Arizona	m	
arizona	de			
arizona	es	Arizona	f	
arizona	it	stato	m	
arizona	pt	arizona	f	
arizona	ru	Аризона	f	
arizona	ar	أريزونا	f	
arizona	hi			
arizona	ja			
arizona	zh			
arm	fr	bras	m	
arm	de			
arm	es	brazo	m	
arm	it	corpo	m	
arm	pt	braço	m	
arm	ru	рука	f	
arm	ar	ذراع	f	
arm	hi			
arm	ja			
arm	zh			
armament	fr	armement	m	
armament	de			
armament	es	armamento	m	
armament	it	armamento	m	
armament	pt	armamento	m	
armament	ru	вооружение	n	
armament	ar	تسليح	m	
armament	hi			
armament	ja			
armament	zh			
armor	fr	armure	f	
armor	de			
armor	es	armadura	f	
armor	it	metallo	m	
armor	pt	armadura	f	
armor	ru	броня	f	
armor	ar	درع	m	
armor	hi			
armor	ja			
armor	zh			
army	fr	armée	f	
army	de			
army	es	ejército	m	
army	it	forza	f	
army	pt	exército	m	
army	ru	армия	f	
army	ar	جيش	m	
army	hi			
army	ja			
army	zh			
aroma	fr	arôme	m	
aroma	de			
aroma	es	aroma	m	
aroma	it	odore	m	
aroma	pt	aroma	f	
aroma	ru	аромат	m	
aroma	ar	رائحة	f	
aroma	hi			
aroma	ja			
aroma	zh			
arrangement	fr	arrangement	m	
arrangement	de			
arrangement	es	arreglo	m	
arrangement	it	risultato	m	
arrangement	pt	arranjo	m	
arrangement	ru	договорённость	f	
